"state_id","calendar_year","event_time","treated_state","post_reform","treated_post","divorce_rate","simulated_y0","simulated_y1","simulated_individual_effect","simulated_control_untreated_trend_change"
1,1975,-4,1,0,0,5.64643404668224,5.64643404668224,5.94643404668224,0.3,0
1,1976,-3,1,0,0,5.38308825757082,5.38308825757082,5.68308825757082,0.3,0
1,1977,-2,1,0,0,5.59991340608859,5.59991340608859,5.89991340608859,0.3,0
1,1978,-1,1,0,0,5.69810222080509,5.69810222080509,5.99810222080509,0.3,0
1,1979,0,1,1,1,5.58277981218861,5.28277981218861,5.58277981218861,0.3,0
1,1980,1,1,1,1,5.50081756183129,5.20081756183129,5.50081756183129,0.3,0
1,1981,2,1,1,1,5.95371914910674,5.65371914910674,5.95371914910674,0.3,0
1,1982,3,1,1,1,5.76302920760998,5.46302920760998,5.76302920760998,0.3,0
1,1983,4,1,1,1,5.57832730517496,5.27832730517496,5.57832730517496,0.3,0
1,1984,5,1,1,1,5.93138839734739,5.63138839734739,5.93138839734739,0.3,0
1,1985,6,1,1,1,5.56203253495786,5.26203253495786,5.56203253495786,0.3,0
1,1986,7,1,1,1,5.68849249063676,5.38849249063676,5.68849249063676,0.3,0
1,1987,8,1,1,1,5.51651639650728,5.21651639650728,5.51651639650728,0.3,0
1,1988,9,1,1,1,5.55230434905204,5.25230434905204,5.55230434905204,0.3,0
2,1975,-4,1,0,0,4.97705840206561,4.97705840206561,5.27705840206561,0.3,0
2,1976,-3,1,0,0,4.74278906706197,4.74278906706197,5.04278906706197,0.3,0
2,1977,-2,1,0,0,5.15939564811454,5.15939564811454,5.45939564811454,0.3,0
2,1978,-1,1,0,0,4.97447143911212,4.97447143911212,5.27447143911212,0.3,0
2,1979,0,1,1,1,5.06000633142178,4.76000633142178,5.06000633142178,0.3,0
2,1980,1,1,1,1,4.7188631293317,4.4188631293317,4.7188631293317,0.3,0
2,1981,2,1,1,1,5.49194261334365,5.19194261334365,5.49194261334365,0.3,0
2,1982,3,1,1,1,5.30924558359581,5.00924558359581,5.30924558359581,0.3,0
2,1983,4,1,1,1,4.94792172578898,4.64792172578898,4.94792172578898,0.3,0
2,1984,5,1,1,1,5.07203423600072,4.77203423600072,5.07203423600072,0.3,0
2,1985,6,1,1,1,5.33064042877016,5.03064042877017,5.33064042877016,0.3,0
2,1986,7,1,1,1,5.27964567665224,4.97964567665224,5.27964567665224,0.3,0
2,1987,8,1,1,1,4.96076426732768,4.66076426732768,4.96076426732768,0.3,0
2,1988,9,1,1,1,5.00788245915588,4.70788245915588,5.00788245915588,0.3,0
3,1975,-4,1,0,0,4.92193927717144,4.92193927717144,5.22193927717144,0.3,0
3,1976,-3,1,0,0,5.08442532452133,5.08442532452133,5.38442532452133,0.3,0
3,1977,-2,1,0,0,4.81085021665863,4.81085021665863,5.11085021665863,0.3,0
3,1978,-1,1,0,0,4.90966369815876,4.90966369815876,5.20966369815876,0.3,0
3,1979,0,1,1,1,5.14955275219707,4.84955275219707,5.14955275219707,0.3,0
3,1980,1,1,1,1,5.18150778794891,4.88150778794891,5.18150778794891,0.3,0
